,file,filesize,duration,samplerate
167,16751748744181651145,353324,7.36,24000
168,16823533272531426846,420524,8.76,24000
169,16860026657419714,679724,14.16,24000
170,16885886918709976426,433964,9.04,24000
171,1688791055018703353,457004,9.52,24000
172,17059820753366812509,247724,5.16,24000
173,17091443553741623833,514604,10.72,24000
174,1715294517799514766,921644,19.2,24000
175,17160384283331204622,397484,8.28,24000
176,17225976635591109632,480044,10.0,24000
177,1726014895526320200,524204,10.92,24000
178,1727339602804456606,508844,10.6,24000
179,17359963913720126553,501164,10.44,24000
180,1736532263281843494,808364,16.84,24000
181,17448952563821383807,445484,9.28,24000
182,17475739943741883404,720044,15.0,24000
183,17512703353636361371,514604,10.72,24000
184,17639178037308177740,541484,11.28,24000
185,17645765543788625161,622124,12.96,24000
186,17678341348354223404,439724,9.16,24000
187,1780541758631970244,289964,6.04,24000
188,17884410401285765599,420524,8.76,24000
189,17905184611776934750,336044,7.0,24000
190,17965986679879866791,950444,19.8,24000
191,17974044317569938893,266924,5.56,24000
192,1802281962141590919,491564,10.24,24000
193,18025949081958256276,468524,9.76,24000
194,18135914613861626416,731564,15.24,24000
195,18155399345182109803,512684,10.68,24000
196,18380716061120625559,437804,9.12,24000
197,18426069785210879726,587564,12.24,24000
198,1854148907895589777,635564,13.24,24000
199,1955611396219460289,576044,12.0,24000
200,1992094715097162220,410924,8.56,24000
201,2054657747081152064,387884,8.08,24000
202,2059847031082476539,783404,16.32,24000
203,2072461321910403406,622124,12.96,24000
204,209301486633276074,397484,8.28,24000
205,2098632250030682520,299564,6.24,24000
206,2100657135828559961,278444,5.8,24000
207,2101347887969056874,278444,5.8,24000
208,2134922716308391954,468524,9.76,24000
209,2140847611439943079,658604,13.72,24000
210,2227871662887823290,295724,6.16,24000
211,2260581047949014309,514604,10.72,24000
212,2266954231187158725,497324,10.36,24000
213,2282662871582083167,468524,9.76,24000
214,2307105767024103740,664364,13.84,24000
215,2329849843196894547,501164,10.44,24000
216,2348937994439323660,409004,8.52,24000
217,2364308218486252854,489644,10.2,24000
218,2397195640408713576,938924,19.56,24000
219,2457202991916488857,322604,6.72,24000
220,2463773003172355097,226604,4.72,24000
221,2479699697863235789,380204,7.92,24000
222,2544727193088852571,691244,14.4,24000
223,2555180082455885434,583724,12.16,24000
224,2595042049219696631,247724,5.16,24000
225,2595818329585035534,485804,10.12,24000
226,2600410476277002334,652844,13.6,24000
227,2611209016352662802,410924,8.56,24000
228,2638725016290984028,334124,6.96,24000
229,2663480903363145280,318764,6.64,24000
230,2722149507718764055,295724,6.16,24000
231,2781972876539733951,558764,11.64,24000
232,2862666414864485371,478124,9.96,24000
233,2901306954238981715,316844,6.6,24000
234,2914145398596782669,869804,18.12,24000
235,312314540547647775,800684,16.68,24000
236,3160319553002288394,220844,4.6,24000
237,318770804689595445,629804,13.12,24000
238,3244706665315801186,293804,6.12,24000
239,3273113772661540528,370604,7.72,24000
240,3300490340707238216,293804,6.12,24000
241,3348822258019788621,512684,10.68,24000
242,3362566837876888781,898604,18.72,24000
243,3372849626635505544,299564,6.24,24000
244,3382469827316425201,278444,5.8,24000
245,3418289994146028692,754604,15.72,24000
246,3501862403795831059,601004,12.52,24000
247,3541993305383581472,374444,7.8,24000
248,3543736059147107917,466604,9.72,24000
249,3549094661416132604,410924,8.56,24000
250,3563398169670621127,426284,8.88,24000
251,3621879686228004968,518444,10.8,24000
252,3683093494083287503,478124,9.96,24000
253,3709888487900851138,426284,8.88,24000
254,3807112764767047584,647084,13.48,24000
255,3838172062802113550,497324,10.36,24000
256,3992284277326588936,526124,10.96,24000
257,4001200981159590882,610604,12.72,24000
258,400552976013698389,497324,10.36,24000
259,4025763322282945439,460844,9.6,24000
260,4050804911196956193,374444,7.8,24000
261,4163560115281410194,416684,8.68,24000
262,4173968272211882806,336044,7.0,24000
263,423146547671814279,255404,5.32,24000
264,4344860496559302708,549164,11.44,24000
265,4392381132052792384,537644,11.2,24000
266,4450874738365859528,426284,8.88,24000
267,4527571873901607514,347564,7.24,24000
268,4548455009342563694,721964,15.04,24000
269,4591390484004100062,537644,11.2,24000
270,471085853120991863,445484,9.28,24000
271,4737812486120742093,474284,9.88,24000
272,4769934908679405004,215084,4.48,24000
273,4773155885162404646,468524,9.76,24000
274,4785943654123432052,860204,17.92,24000
275,4811042354492750554,397484,8.28,24000
276,4844735141197865989,328364,6.84,24000
277,4883579174040142999,403244,8.4,24000
278,493892154502687759,629804,13.12,24000
279,4950041647506415958,437804,9.12,24000
280,4961039317765184946,420524,8.76,24000
281,5014482073561238668,318764,6.64,24000
282,5119532137342719995,318764,6.64,24000
283,515048314381619048,351404,7.32,24000
284,5154949847480076708,560684,11.68,24000
285,5174029399906383360,289964,6.04,24000
286,5213633381997537855,341804,7.12,24000
287,531386870367533341,535724,11.16,24000
288,5325142929615870188,656684,13.68,24000
289,5369060569621732142,428204,8.92,24000
290,5374088198231534093,451244,9.4,24000
291,5393823949724048689,232364,4.84,24000
292,5454722344175640571,474284,9.88,24000
293,5554983922351413418,391724,8.16,24000
294,55607806610654556,647084,13.48,24000
295,5645847620643107132,892844,18.6,24000
296,5691281912822527176,616364,12.84,24000
297,5708230921368888468,391724,8.16,24000
298,5709809974860538916,416684,8.68,24000
299,5735575931454375122,647084,13.48,24000
300,5747512694986881562,266924,5.56,24000
301,5762582552705598244,622124,12.96,24000
302,5796349598610466537,272684,5.68,24000
303,5890303619743191941,543404,11.32,24000
304,5907365968132775204,443564,9.24,24000
305,5925108868657719971,910124,18.96,24000
306,6094540100892125705,923564,19.24,24000
307,6166407528347374127,520364,10.84,24000
308,6192473491478702159,445484,9.28,24000
309,6329178697420724518,710444,14.8,24000
310,6494309402260213400,858284,17.88,24000
311,6528129438083806354,295724,6.16,24000
312,6585325068615051583,577964,12.04,24000
313,6598597557015351366,405164,8.44,24000
314,6624261414766972053,449324,9.36,24000
315,6689514184436050948,497324,10.36,24000
316,6699058881311826072,508844,10.6,24000
317,672372057166798203,794924,16.56,24000
318,6736352819863073795,829484,17.28,24000
319,6808693208190437568,420524,8.76,24000
320,6814215179767934463,670124,13.96,24000
321,6821631003766801172,854444,17.8,24000
322,6855331664803332117,529964,11.04,24000
323,6942874878387960350,541484,11.28,24000
324,7026260590418938261,731564,15.24,24000
325,7031701173724363004,353324,7.36,24000
326,7040139677035813209,524204,10.92,24000
327,7046011989776702354,777644,16.2,24000
328,7248946623796858856,284204,5.92,24000
329,7262148493676701881,906284,18.88,24000
330,729067662829696896,318764,6.64,24000
331,7322601493946890111,564524,11.76,24000
332,7392759565594659645,946604,19.72,24000
333,7402014965371874656,313004,6.52,24000
334,7402850860579885290,439724,9.16,24000
335,7453238711527316863,950444,19.8,24000
336,7494774401370540301,422444,8.8,24000
337,7529278936942550677,468524,9.76,24000
338,756737715152476868,756524,15.76,24000
339,7620245633099630389,495404,10.32,24000
340,7643382806139652050,543404,11.32,24000
341,7707064529849189620,526124,10.96,24000
342,7718366398798472306,990764,20.64,24000
343,7766941089686437919,238124,4.96,24000
344,7778517674332549100,247724,5.16,24000
345,7779909321343194932,518444,10.8,24000
346,7880762637590301952,301484,6.28,24000
347,7891783151738876792,460844,9.6,24000
348,796697642562686740,288044,6.0,24000
349,8014448614126654197,433964,9.04,24000
350,802070974811484745,670124,13.96,24000
351,802253340178328132,497324,10.36,24000
352,8054376667117008528,739244,15.4,24000
353,8057534063147172830,662444,13.8,24000
354,8156777712165658826,938924,19.56,24000
355,8213223557106784964,278444,5.8,24000
356,8243401899834900592,272684,5.68,24000
357,8260681087800702797,846764,17.64,24000
358,8265318375928246002,399404,8.32,24000
359,828473781582266172,658604,13.72,24000
360,832531402500923455,537644,11.2,24000
361,8358339076245588085,428204,8.92,24000
362,8392025371063610790,457004,9.52,24000
363,8409551109401478807,474284,9.88,24000
364,8487266550729769103,397484,8.28,24000
365,849934274082630182,512684,10.68,24000
366,8515848969791385528,483884,10.08,24000
367,853449928200128925,405164,8.44,24000
368,8569401421970506705,652844,13.6,24000
369,8605142135765163975,278444,5.8,24000
370,8633520568421274526,255404,5.32,24000
371,8719824964323768129,846764,17.64,24000
372,8736207108202717897,316844,6.6,24000
373,8750413346913254132,385964,8.04,24000
374,8760235015244407999,472364,9.84,24000
375,8871779508680176148,336044,7.0,24000
376,8937011718043966992,483884,10.08,24000
377,8960963311790020778,420524,8.76,24000
378,8988327949974419228,543404,11.32,24000
379,9005260050112400256,576044,12.0,24000
380,9137880132298999897,604844,12.6,24000
381,9207027802516438457,284204,5.92,24000
382,923415070294839570,875564,18.24,24000
383,9359124882961384938,610604,12.72,24000
384,9423753606971741950,270764,5.64,24000
385,951123510777436534,439724,9.16,24000
386,9531774031267925059,261164,5.44,24000
387,9543511295208194,501164,10.44,24000
388,9628530466830262072,347564,7.24,24000
389,9665964057579850896,249644,5.2,24000
390,9721211316362385360,416684,8.68,24000
391,9792972687110340290,307244,6.4,24000
392,9809744053245634473,881324,18.36,24000
393,9966735308400693474,238124,4.96,24000
394,10016401698104160032,243884,5.08,24000
395,10034617623435290253,875564,18.24,24000
396,10077729101954371425,328364,6.84,24000
397,10085624755376094742,543404,11.32,24000
398,10090792264157033835,1077164,22.44,24000
399,10092298310061000596,437804,9.12,24000
400,1013200192580161562,754604,15.72,24000
401,10143479267442626431,382124,7.96,24000
402,10149729587964516590,420524,8.76,24000
403,10177414057688758835,938924,19.56,24000
404,1019636676625699977,526124,10.96,24000
405,10206519617373672484,403244,8.4,24000
406,10212735846411366127,616364,12.84,24000
407,10243602616588494946,985004,20.52,24000
408,10250631310363503895,691244,14.4,24000
409,10254792225179731420,466604,9.72,24000
410,10259117212918110243,397484,8.28,24000
411,10263422571812210976,357164,7.44,24000
412,10268651938677775364,639404,13.32,24000
413,10274109647082297476,380204,7.92,24000
414,10277501068965892175,414764,8.64,24000
415,1037714189972178176,409004,8.52,24000
416,10402327702050557189,685484,14.28,24000
417,10414803320658510307,403244,8.4,24000
418,10444405129133538025,184364,3.84,24000
419,10445705242398543312,362924,7.56,24000
420,10467390180524459413,704684,14.68,24000
421,10495350940006534880,583724,12.16,24000
422,10509030763393436251,480044,10.0,24000
423,10510528106946579301,541484,11.28,24000
424,10511024496204770934,647084,13.48,24000
425,10539100754196425769,385964,8.04,24000
426,10612922684547140963,514604,10.72,24000
427,10644475897032637683,748844,15.6,24000
428,1064777122682787070,622124,12.96,24000
429,10687961773464947357,339884,7.08,24000
430,10688082146494402374,364844,7.6,24000
431,10781449947270288939,460844,9.6,24000
432,10790977839781544985,382124,7.96,24000
433,10798961523111446333,910124,18.96,24000
434,10803401396012824729,570284,11.88,24000
435,10850425278035303514,1119404,23.32,24000
436,10868884009201467750,892844,18.6,24000
437,10908352925659733569,439724,9.16,24000
438,10916928670767702046,474284,9.88,24000
439,1091941400264164962,483884,10.08,24000
440,10920143897207906635,495404,10.32,24000
441,10928466325974592515,351404,7.32,24000
442,10937388317283063115,439724,9.16,24000
443,10968524057787657899,865964,18.04,24000
444,11000151033146472268,460844,9.6,24000
445,11016116890865751743,432044,9.0,24000
446,11023568311481108919,647084,13.48,24000
447,11024098343233698442,526124,10.96,24000
448,11045339847433538411,336044,7.0,24000
449,11084784542750961121,370604,7.72,24000
450,11140462932562295794,748844,15.6,24000
451,11152691797497383081,351404,7.32,24000
452,11178922234984272907,739244,15.4,24000
453,11204459849800609855,259244,5.4,24000
454,1121110488579655710,547244,11.4,24000
455,11222611494623156977,599084,12.48,24000
456,11243686093032343131,374444,7.8,24000
457,11244848568085017046,426284,8.88,24000
458,11256021053339568095,668204,13.92,24000
459,11294819801788415572,933164,19.44,24000
460,11297448053921844457,457004,9.52,24000
461,11390495766695563471,339884,7.08,24000
462,11404451188086707518,472364,9.84,24000
463,11417824699554894875,341804,7.12,24000
464,11424511889976612744,946604,19.72,24000
465,11441998094628941076,428204,8.92,24000
466,11443227994377349378,616364,12.84,24000
467,11452258187249288021,750764,15.64,24000
468,11482973169603931262,497324,10.36,24000
469,11490668797639563823,311084,6.48,24000
470,11520142696544373976,656684,13.68,24000
471,11559236882569291617,645164,13.44,24000
472,11580054595276870757,368684,7.68,24000
473,11586158018602318724,558764,11.64,24000
474,11589840859101356405,679724,14.16,24000
475,11615732986018014600,501164,10.44,24000
476,11637217116315583388,652844,13.6,24000
477,11657230937236500261,259244,5.4,24000
478,11662588594757826432,639404,13.32,24000
479,11669613713443457641,1065644,22.2,24000
480,11687601946879625884,658604,13.72,24000
481,116922833064148241,748844,15.6,24000
482,11692606702261468918,341804,7.12,24000
483,11709837417576007963,426284,8.88,24000
484,11711075362102342191,353324,7.36,24000
485,11742755062627246438,622124,12.96,24000
486,11752677220731228376,289964,6.04,24000
487,11755939513400142707,399404,8.32,24000
488,11783620366149690357,293804,6.12,24000
489,11808181173802095509,691244,14.4,24000
490,11809608498275954000,316844,6.6,24000
491,11821169664011393142,501164,10.44,24000
492,11853194004265558293,380204,7.92,24000
493,11853261502837655299,491564,10.24,24000
494,11878526950974709916,393644,8.2,24000
495,11887112061589603279,243884,5.08,24000
496,11906653500152793360,697004,14.52,24000
497,11907920642611729323,647084,13.48,24000
498,11943000827636438986,581804,12.12,24000
499,11946103684991817641,553004,11.52,24000
500,11982302963583486932,606764,12.64,24000
501,12003507802982301880,512684,10.68,24000
502,12023156022621747395,560684,11.68,24000
503,12025624623589855934,385964,8.04,24000
504,12042205905730138744,593324,12.36,24000
505,12048539459868733796,737324,15.36,24000
506,12099154470925718075,508844,10.6,24000
507,12105195001587942091,720044,15.0,24000
508,12115664151779865170,748844,15.6,24000
509,12121096184404555631,403244,8.4,24000
510,1213083239860266269,697004,14.52,24000
511,12148556456274406607,393644,8.2,24000
512,12149430079508542992,359084,7.48,24000
513,12166439093874875903,330284,6.88,24000
514,12205679531463037815,520364,10.84,24000
515,12206323789234663538,276524,5.76,24000
516,12216589681110245395,439724,9.16,24000
517,12222065281050376638,583724,12.16,24000
518,12235494716524447513,823724,17.16,24000
519,12255478335292955783,658604,13.72,24000
520,12284092231424550491,635564,13.24,24000
521,12300251318705659537,483884,10.08,24000
522,12314930030897215779,336044,7.0,24000
523,12347936420712513138,478124,9.96,24000
524,12352940451391543429,652844,13.6,24000
525,12373086615706096453,520364,10.84,24000
526,1237335994973312917,685484,14.28,24000
527,12392222440578765545,307244,6.4,24000
528,12392937804089169890,641324,13.36,24000
529,12422514969036025546,768044,16.0,24000
530,12430585981430708211,385964,8.04,24000
531,12441156702259421775,249644,5.2,24000
532,12450891180171359830,710444,14.8,24000
533,12456468605276206290,812204,16.92,24000
534,12458338023375569447,301484,6.28,24000
535,12474404114552766990,380204,7.92,24000
536,12490215519204899973,483884,10.08,24000
537,12493494516324700019,387884,8.08,24000
538,12520163232449391899,622124,12.96,24000
539,12524428439218445662,641324,13.36,24000
540,12533154434361194704,480044,10.0,24000
541,12563597879947154135,599084,12.48,24000
542,12577420415104950668,854444,17.8,24000
543,12578326960004694057,837164,17.44,24000
544,12612376140321643689,426284,8.88,24000
545,12619605225731052286,524204,10.92,24000
546,12671670356950287228,460844,9.6,24000
547,12673380310013031401,529964,11.04,24000
548,12686847086827376556,374444,7.8,24000
549,12693218968370405073,668204,13.92,24000
550,12698119801134905452,345644,7.2,24000
551,12711477281984830214,553004,11.52,24000
552,12729470103012262226,485804,10.12,24000
553,12753375538785967851,420524,8.76,24000
554,12763786245275163057,282284,5.88,24000
555,1282049415000801050,466604,9.72,24000
556,12876333909288805607,351404,7.32,24000
557,12904965876397373075,754604,15.72,24000
558,12942226787481791065,622124,12.96,24000
559,12952568350031679422,449324,9.36,24000
560,12980377356211871674,697004,14.52,24000
561,12996959417391512988,576044,12.0,24000
562,13026898222939543932,403244,8.4,24000
563,13034773204030465207,322604,6.72,24000
564,13042079541621586937,760364,15.84,24000
565,13063750386933196016,409004,8.52,24000
566,13107750945336767653,299564,6.24,24000
567,13156513059965185137,829484,17.28,24000
568,13231787081634705257,220844,4.6,24000
569,13241244912684439485,420524,8.76,24000
570,13263629784428443196,336044,7.0,24000
571,13267349337390752105,410924,8.56,24000
572,13271221183433403690,558764,11.64,24000
573,13277946421977367369,420524,8.76,24000
574,13290694801683631412,1203884,25.08,24000
575,13311631221642826160,612524,12.76,24000
576,13332395717695480955,460844,9.6,24000
577,1335019945211504224,927404,19.32,24000
578,13351924771144163700,641324,13.36,24000
579,13379532157145770422,457004,9.52,24000
580,13381213060792809850,537644,11.2,24000
581,13394541407233703820,439724,9.16,24000
582,13395464068459165123,622124,12.96,24000
583,13398687458059984827,927404,19.32,24000
584,13413382166967306838,374444,7.8,24000
585,13443213326709803060,501164,10.44,24000
586,1345573887499797112,380204,7.92,24000
587,13460745445743265781,554924,11.56,24000
588,13484815894899362887,806444,16.8,24000
589,13497583737792288176,503084,10.48,24000
590,13503287452677989000,727724,15.16,24000
591,13533280874433647874,800684,16.68,24000
592,13534065948503393203,783404,16.32,24000
593,13542699406501563055,480044,10.0,24000
594,13549537525840412382,374444,7.8,24000
595,13687988528548822173,898604,18.72,24000
596,13697487523436270226,318764,6.64,24000
597,13728699117994088782,883244,18.4,24000
598,1374514103736445934,226604,4.72,24000
599,13759692669225311198,230444,4.8,24000
600,13763472332790244798,587564,12.24,24000
601,13782758650065864718,318764,6.64,24000
602,13782880493481590338,877484,18.28,24000
603,13791947777541083217,322604,6.72,24000
604,13793319722132544063,376364,7.84,24000
605,13818685232543294173,370604,7.72,24000
606,13832031985763220779,697004,14.52,24000
607,13834496279035787317,981164,20.44,24000
608,13837234798931403067,422444,8.8,24000
609,1386138416002778541,382124,7.96,24000
610,13913865098734932695,662444,13.8,24000
611,13929870045107810336,785324,16.36,24000
612,13952153566846455412,601004,12.52,24000
613,13978351651745510707,535724,11.16,24000
614,13988644215380186650,506924,10.56,24000
615,14014347829738193737,912044,19.0,24000
616,14051401131366613939,439724,9.16,24000
617,14102164007749851190,414764,8.64,24000
618,14105454608037720070,405164,8.44,24000
619,14145780932617665756,460844,9.6,24000
620,14151662380357874362,506924,10.56,24000
621,1416027186951490260,658604,13.72,24000
622,14220360717046588087,334124,6.96,24000
623,14238446120242737817,756524,15.76,24000
624,14249568022449438159,996524,20.76,24000
625,1425123643862369521,624044,13.0,24000
626,14276364642616334117,376364,7.84,24000
627,14277548407418094240,457004,9.52,24000
628,14287656405694437528,336044,7.0,24000
629,14307334281237298860,748844,15.6,24000
630,14321397791565371463,334124,6.96,24000
631,1432794498521334603,241964,5.04,24000
632,14329729598196172450,704684,14.68,24000
633,14380553716130427640,549164,11.44,24000
634,14405449502959538390,468524,9.76,24000
635,14424364353741966375,480044,10.0,24000
636,1445956169340518744,633644,13.2,24000
637,14485950022967785119,387884,8.08,24000
638,14511501353828819160,560684,11.68,24000
639,14516413933028887297,443564,9.24,24000
640,14524040401498118125,385964,8.04,24000
641,14525083493328892991,414764,8.64,24000
642,14587129156621120008,1094444,22.8,24000
643,14633645613292848372,428204,8.92,24000
644,14655585562174396827,537644,11.2,24000
645,14679062812727494,750764,15.64,24000
646,14709890120106319602,336044,7.0,24000
647,14713311937288361621,405164,8.44,24000
648,14714232569743650926,345644,7.2,24000
649,14744898158052260529,433964,9.04,24000
650,1480530483950034476,282284,5.88,24000
651,14830345458541865052,238124,4.96,24000
652,14833732673539124513,543404,11.32,24000
653,14839996038400449799,577964,12.04,24000
654,14841691584448865576,702764,14.64,24000
655,14851203585828840659,520364,10.84,24000
656,14855955620666588544,410924,8.56,24000
657,14870770374953206198,362924,7.56,24000
658,148711405991380061,739244,15.4,24000
659,1487690424151693863,743084,15.48,24000
660,14892008184251939742,766124,15.96,24000
661,1491880262554310816,725804,15.12,24000
662,14938722565240732313,520364,10.84,24000
663,14940883465704160337,1059884,22.08,24000
664,14942800121145791376,842924,17.56,24000
665,14944960359267242921,501164,10.44,24000
666,14985335444944438449,270764,5.64,24000
667,1500440023778520290,483884,10.08,24000
668,15029865418234600980,645164,13.44,24000
669,15041557524442827490,313004,6.52,24000
670,1504901046338801341,397484,8.28,24000
671,15129174101005703565,535724,11.16,24000
672,15134554026137927276,656684,13.68,24000
673,15163287105189537209,497324,10.36,24000
674,15186162523130044842,541484,11.28,24000
675,15194852215654376789,426284,8.88,24000
676,15207118604281425113,633644,13.2,24000
677,15217720681577570238,316844,6.6,24000
678,15257189895087431806,318764,6.64,24000
679,15269661065937917610,514604,10.72,24000
680,15277696287508443383,524204,10.92,24000
681,15308784877666674736,324524,6.76,24000
682,15328066965779006482,508844,10.6,24000
683,15329044409498107697,324524,6.76,24000
684,15344542410725829824,480044,10.0,24000
685,15350657861605541732,791084,16.48,24000
686,15366913341326208521,829484,17.28,24000
687,15373018774277861195,785324,16.36,24000
688,1539716107974080087,697004,14.52,24000
689,15402415172788392302,604844,12.6,24000
690,15413706453787084786,506924,10.56,24000
691,15436953449711549858,428204,8.92,24000
692,15449584270980306724,520364,10.84,24000
693,15454919618577268665,656684,13.68,24000
694,15471996969635620037,478124,9.96,24000
695,15486937537875211010,399404,8.32,24000
696,1548714359266280254,462764,9.64,24000
697,15515807529628654845,480044,10.0,24000
698,15529423390504519736,380204,7.92,24000
